title,latitude,longitude,city,state,category_title,price,stars,star_rating
Davie Lake S.,54.515,-122.733,Fraser-Fort George G,British Columbia,Provincial Recreation Site,,0,0
Grassham Lake,54.512,-124.796,Bulkley-Nechako C,British Columbia,Provincial Recreation Site,,0,0
Sunset Lake,54.494,-126.351,Houston,British Columbia,Provincial Recreation Site,,0,0
Sandy Beach- Meadow Lake Provincial Park,54.486,-109.74,Pierceland,Saskatchewan,Provincial Park,,0,0
Hirtz Lake - Meadow Lake Provincial Park,54.485,-109.795,Pierceland,Saskatchewan,Provincial Park,,0,0
Howe Bay- Meadow Lake Provincial Park,54.484,-109.65,Beaver River No. 622,Saskatchewan,Provincial Park,,0,0
Crooked River Provincial Park,54.473,-122.674,Fraser-Fort George G,British Columbia,Provincial Park,,0,0
Murray Doell - Meadow Lake Provincial Park,54.472,-109.378,Pierceland,Saskatchewan,Provincial Park,,0,0
Cold Lake Provincial Park,54.457,-110.205,Cherry Grove,Alberta,Provincial Park,,0,0
Mistohay Lake - Meadow Lake Provincial Park,54.457,-109.057,Goodsoil,Saskatchewan,Provincial Park,,0,0
Augier Lake,54.446,-125.615,Burns Lake,British Columbia,Provincial Recreation Site,,0,0
Long Lake Provincial Park,54.438,-112.767,Ellscott,Alberta,Provincial Park,,0,0
French Bay Provincial Recreation Area,54.435,-110.027,Cherry Grove,Alberta,Provincial Park,,0,0
Kakwa River Provincial Recreation Area,54.421,-118.554,Greenview No. 16,Alberta,Provincial Park,,0,0
Sowchea Bay Provincial Recreation Area,54.421,-124.452,Bulkley-Nechako C,British Columbia,Provincial Park,,0,0
Paarens Beach Provincial Park,54.419,-124.38,Bulkley-Nechako C,British Columbia,Provincial Park,,0,0
Lakelse Lake Provincial Park,54.385,-128.534,Terrace,British Columbia,Provincial Park,,0,0
Gunderson Meadows - Two Lakes Provincial Park,54.38,-119.745,Greenview No. 16,Alberta,Provincial Park,,0,0
Pine Hollow - Two Lakes Provincial Park,54.379,-119.761,Greenview No. 16,Alberta,Provincial Park,,0,0
Pinkut Lake,54.375,-125.664,Burns Lake,British Columbia,Provincial Recreation Site,,0,0
Great Beaver Lake,54.372,-123.572,Fraser-Fort George G,British Columbia,Provincial Recreation Site,,0,0
Moberly Flats - Two Lakes Provincial Park,54.36,-119.795,Greenview No. 16,Alberta,Provincial Park,,0,0
Taltapin Lake,54.346,-125.431,Burns Lake,British Columbia,Provincial Recreation Site,,0,0
Silverthorne Lake,54.335,-126.651,Houston,British Columbia,Provincial Recreation Site,,0,0
Maxan Lake,54.308,-126.109,Bulkley-Nechako B,British Columbia,Provincial Recreation Site,,0,0
Hanmore Lake Provincial Recreation Area,54.301,-112.557,Smoky Lake,Alberta,Provincial Park,,0,0
Prince Rupert RV Campground,54.29941,-130.34084,Prince Rupert,British Columbia,RV Park,,0,0
Carson Pegasus Provincial Park,54.288,-115.63,Slave Lake,Alberta,Provincial Park,,0,0
Aspen,54.287,-126.849,Telkwa,British Columbia,Provincial Recreation Site,,0,0
Boundary Lake (Prince George),54.26057,-122.28424,Fraser-Fort George G,British Columbia,Provincial Recreation Site,,0,0
Franchere Bay Recreation Area,54.256,-111.008,Glendon,Alberta,Provincial Park,,0,0
Prudhomme Lake Provincial Park,54.241,-130.133,Port Edward,British Columbia,Provincial Park,,0,0
Top Lake - Peta Lake,54.222,-124.815,Endako,British Columbia,Provincial Recreation Site,,0,0
Eagle Creek-Opal Beds Trail,54.215,-125.808,Bulkley-Nechako B,British Columbia,Provincial Recreation Site,,0,0
Garner Lake Provincial Park,54.183,-111.745,Spedden,Alberta,Provincial Park,,0,0
Ormond Lake,54.181,-124.67,Fort Fraser,British Columbia,Provincial Recreation Site,,0,0
Nithi On The Lake,54.16574,-124.78465,Fraser Lake,British Columbia,RV Park,,0,0
Amanita Lake,54.147,-121.824,Upper Fraser,British Columbia,Provincial Recreation Site,,0,0
Thunder Lake Provincial Park,54.125,-114.721,Tiger Lily,Alberta,Provincial Park,,0,0
Owen Lake,54.115,-126.76,Telkwa,British Columbia,Provincial Recreation Site,,0,0
Petersons Beach,54.101,-124.731,Fort Fraser,British Columbia,Provincial Recreation Site,,0,0
Beaumont Provincial Park,54.062,-124.614,Smithers,British Columbia,Provincial Park,,0,0
Johnsons Resort Campground,54.05236,-109.660645,Pierceland,Saskatchewan,RV Park,,0,0
Kehiwin Provincial Recreation Area,54.037,-110.904,Glendon,Alberta,Provincial Park,,0,0
Noralee E.,53.985,-126.408,Bulkley-Nechako E,British Columbia,Provincial Recreation Site,,0,0
Noralee W.,53.982,-126.457,Bulkley-Nechako E,British Columbia,Provincial Recreation Site,,0,0
Poplar Lake,53.976,-126.91,Bulkley-Nechako E,British Columbia,Provincial Recreation Site,,0,0
Borel Lake,53.936,-125.089,Bulkley-Nechako D,British Columbia,Provincial Recreation Site,,0,0
Pembina River Provincial Park,53.933,-114.46,Glenevis,Alberta,Provincial Park,,0,0
Purden Lake Provincial Park,53.914,-121.958,Sinclair Mills,British Columbia,Provincial Park,,0,0
Uncha Lake,53.912,-125.58,Bulkley-Nechako E,British Columbia,Provincial Recreation Site,,0,0
Pierre Greys Lakes Provincial Recreation Area,53.904,-118.592,Greenview No. 16,Alberta,Provincial Park,,0,0
Binta Lake North (Burns Lake),53.897,-125.546,Bulkley-Nechako E,British Columbia,Provincial Recreation Site,,0,0
Takysie Lake,53.897,-125.868,Bulkley-Nechako E,British Columbia,Provincial Recreation Site,,0,0
Smoky River South Provincial Recreation Area,53.891,-119.154,Grande Cache,Alberta,Provincial Park,,0,0
Sulphur Gates Provincial Recreation Area,53.869,-119.177,Greenview No. 16,Alberta,Provincial Park,,0,0
Binta Lake South (Burns Lake),53.855,-125.431,Bulkley-Nechako E,British Columbia,Provincial Recreation Site,,0,0
Whitney Lake - Whitney Lakes Provincial Park,53.827,-110.546,Heinsburg,Alberta,Provincial Park,,0,0
Hallett Lake,53.825,-124.776,Bulkley-Nechako D,British Columbia,Provincial Recreation Site,,0,0
Ross Lake - Whitney Lakes Provincial Park,53.818,-110.486,Frog Lake,Alberta,Provincial Park,,0,0
Mamayeh RV Park and Bed And Breakfast,53.764465,-122.65208,Prince George,British Columbia,RV Park,,0,0
Big Berland Provincial Recreation Area,53.756,-118.365,Yellowhead County,Alberta,Provincial Park,,0,0
Opatcho Lake,53.747,-122.279,Fraser-Fort George F,British Columbia,Provincial Recreation Site,,0,0
St. Marie Lake W.,53.745,-122.355,Fraser-Fort George F,British Columbia,Provincial Recreation Site,,0,0
Cutoff Creek,53.704,-124.806,Fort Fraser,British Columbia,Provincial Recreation Site,,0,0
Sandy Beach,53.678,-112.831,Fort Saskatchewan,Alberta,National Park -  Canada,,0,0
Cheslatta River,53.642,-124.957,Bulkley-Nechako D,British Columbia,Provincial Recreation Site,,0,0
Fish Lake S,53.598,-124.9,Bulkley-Nechako D,British Columbia,Provincial Recreation Site,,0,0
Knewstubb Lake,53.575,-124.939,Bulkley-Nechako D,British Columbia,Provincial Recreation Site,,0,0
Wabamun Lake Provincial Park,53.565,-114.442,Wabamun,Alberta,Provincial Park,,0,0
Lasalle Lakes W.,53.523,-120.68,Fraser-Fort George H,British Columbia,Provincial Recreation Site,,0,0
Rock Lake Provincial Park,53.472,-118.238,Yellowhead County,Alberta,Provincial Park,,0,0
Punchaw Lake,53.426,-123.036,Fraser-Fort George C,British Columbia,Provincial Recreation Site,,0,0
Vermilion Provincial Park,53.363,-110.871,Vermilion,Alberta,Provincial Park,,0,0
Rennell Sound,53.343,-132.426,Skeena-Queen Charlotte D,British Columbia,Provincial Recreation Site,,0,0
Ahbau Lake,53.303,-122.078,Quesnel,British Columbia,Provincial Recreation Site,,0,0
Chubb Lake,53.282,-122.569,Cariboo B,British Columbia,Provincial Recreation Site,,0,0
Bowron Lake Provincial Park,53.258,-121.408,Cariboo C,British Columbia,Provincial Park,,0,0
Beaver River,53.258,-120.022,Fraser-Fort George H,British Columbia,Provincial Recreation Site,,0,0
Miquelon Lake Provincial Park,53.246,-112.873,Kingman,Alberta,Provincial Park,,0,0
Kagan Bay,53.242,-132.153,Skeena-Queen Charlotte F,British Columbia,Provincial Recreation Site,,0,0
Gray Bay,53.112,-131.66,Skeena-Queen Charlotte E,British Columbia,Provincial Recreation Site,,0,0
Ten Mile Lake Provincial Park,53.073,-122.446,Cariboo B,British Columbia,Provincial Park,,0,0
Mosquito Lake,53.071,-132.068,Skeena-Queen Charlotte E,British Columbia,Provincial Recreation Site,,0,0
Moresby Camp,53.053,-132.025,Skeena-Queen Charlotte E,British Columbia,Provincial Recreation Site,,0,0
Robson River Meadows - Mount Robson Provincial Park,53.029,-119.238,Fraser-Fort George H,British Columbia,Provincial Park,,0,0
Buck Lake Provincial Recreation Area,53.022,-114.794,Buck Creek,Alberta,Provincial Park,,0,0
Zeiner - Pigeon Lake Provincial Park,53.02,-114.145,Mulhurst,Alberta,Provincial Park,,0,0
Lightning Creek,53.018,-122.078,Cariboo C,British Columbia,Provincial Recreation Site,,0,0
Coal Lake South Provincial Recreation Area,53.003,-113.22,Gwynne,Alberta,Provincial Park,,0,0
Calhoun Bay Provincial Recreation Area,52.995,-114.717,Buck Lake,Alberta,Provincial Park,,0,0
Reservoir - Brazeau Reservoir Provincial Recreation Area,52.967,-115.594,Brazeau No. 77,Alberta,Provincial Park,,0,0
Pigeon Lake - Pigeon Lake Provincial Park,52.963,-114.006,Westerose,Alberta,Provincial Park,,0,0
West Canal - Brazeau Reservoir Provincial Recreation Area,52.952,-115.529,Brazeau No. 77,Alberta,Provincial Park,,0,0
East Canal - Brazeau Reservoir Provincial Recreation Area,52.908,-115.383,Brazeau No. 77,Alberta,Provincial Park,,0,0
Nyland Lake,52.782,-122.016,Cariboo C,British Columbia,Provincial Recreation Site,,0,0
Medicine Lake Provincial Recreation Area,52.751,-114.743,Buck Lake,Alberta,Provincial Park,,0,0
Tomahawk City Park,52.745,-109.027,Cut Knife,Saskatchewan,RV Park,,0,0
Quesnel Forks,52.664,-121.676,Cariboo F,British Columbia,Provincial Recreation Site,,0,0
Poison Lake,52.609,-125.449,Cariboo J,British Columbia,Provincial Recreation Site,,0,0
Dillberry Lake Provincial Park,52.579,-110.015,Chauvin,Alberta,Provincial Park,,0,0
Buffalo Lake Recreation Area,52.515,-112.78,Rochon Sands,Alberta,Provincial Park,,0,0
Jackfish Lake Provincial Recreation Area,52.504,-115.57,Clearwater County,Alberta,Provincial Park,,0,0
Big Knife Provincial Park,52.489,-112.22,Forestburg,Alberta,Provincial Park,,0,0
Lakeview - Aspen Beach Provincial Park,52.463,-113.937,Bentley,Alberta,Provincial Park,,0,0
Rochon Sands Provincial Park,52.462,-112.892,Rochon Sands,Alberta,Provincial Park,,0,0
Brewers - Aspen Beach Provincial Park,52.46,-113.979,Lacombe County,Alberta,Provincial Park,,0,0
Chambers Creek Provincial Recreation Area,52.452,-115.312,Clearwater County,Alberta,Provincial Park,,0,0
The Narrows Provincial Recreation Area,52.45,-113.057,Mirror,Alberta,Provincial Park,,0,0
Crimson Lake - Crimson Lake Provincial Park,52.448,-115.029,Alhambra,Alberta,Provincial Park,,0,0
Twin Lakes - Crimson Lake Provincial Park,52.417,-115.005,Alhambra,Alberta,Provincial Park,,0,0
Atnarko - Tweedsmuir South Provincial Park,52.411,-125.918,Central Coast C,British Columbia,Provincial Park,,0,0
Horburg Provincial Recreation Area,52.396,-115.312,Alhambra,Alberta,Provincial Park,,0,0
Fisheries Pool - Tweedsmuir South Provincial Park,52.37,-126.065,Central Coast C,British Columbia,Provincial Park,,0,0
Jarvis Bay Provincial Park,52.345,-114.082,Jarvis Bay,Alberta,Provincial Park,,0,0
Strachan Provincial Recreation Area,52.262535,-115.17231,Caroline,Alberta,Provincial Park,,0,0
Prairie Creek Provincial Recreation Area,52.249,-115.305,Caroline,Alberta,Provincial Park,,0,0
Mitchell Lake Provincial Recreation Area,52.215694,-115.00278,Caroline,Alberta,Provincial Park,,0,0
Charlotte Lake,52.153,-125.237,Kleena Kleene,British Columbia,Provincial Recreation Site,,0,0
Swan Lake Provincial Recreation Area,52.122,-115.195,Caroline,Alberta,Provincial Park,,0,0
Gooseberry Lake Provincial Park,52.118,-110.759,Consort,Alberta,Provincial Park,,0,0
Phyllis Lake Provincial Recreation Area,52.09909,-114.964424,Caroline,Alberta,Provincial Park,,0,0
Raven Provincial Recreation Area,52.091,-114.502,Stauffer,Alberta,Provincial Park,,0,0
Bull Canyon Provincial Park,52.089,-123.394,Alexis Creek,British Columbia,Provincial Park,,0,0
Elk Creek Provincial Recreation Area,52.054,-115.647,Clearwater County,Alberta,Provincial Park,,0,0
Tay River Provincial Recreation Area,52.043,-115.098,Caroline,Alberta,Provincial Park,,0,0
Peppers Lake Provincial Recreation Area,52.041,-115.706,Clearwater County,Alberta,Provincial Park,,0,0
North Dyke - Dickson Dam Provincial Recreation Area,52.039,-114.265,Spruce View,Alberta,Provincial Park,,0,0
South Dyke - Dickson Dam Provincial Recreation Area,52.025,-114.248,Spruce View,Alberta,Provincial Park,,0,0
Dickson Point - Dickson Dam Provincial Recreation Area,52.014,-114.309,Spruce View,Alberta,Provincial Park,,0,0
Cottonwood - Dickson Dam Provincial Recreation Area,51.998,-114.312,Spruce View,Alberta,Provincial Park,,0,0
Seven Mile Provincial Recreation Area,51.996,-115.357,Caroline,Alberta,Provincial Park,,0,0
Red Lodge Provincial Park,51.948,-114.244,Spruce View,Alberta,Provincial Park,,0,0
James River Bridge Provincial Recreation Area,51.941,-114.519,James River Bridge,Alberta,Provincial Park,,0,0
Tatla Lake,51.93,-124.49,Cariboo J,British Columbia,Provincial Recreation Site,,0,0
Tolman West - Dry Island Buffalo Jump Provincial Park,51.839,-113.019,Trochu,Alberta,Provincial Park,,0,0
Tolman East - Dry Island Buffalo Jump Provincial Park,51.837,-113.014,Trochu,Alberta,Provincial Park,,0,0
James Wilson Provincial Recreation Area,51.82,-115.189,Clearwater County,Alberta,Provincial Park,,0,0
Sapeye Lake,51.808,-124.72,Kleena Kleene,British Columbia,Provincial Recreation Site,,0,0
Horn Lake,51.79,-124.71,Tatla Lake,British Columbia,Provincial Recreation Site,,0,0
Cochin Lake,51.773,-124.428,Cariboo J,British Columbia,Provincial Recreation Site,,0,0
Fletcher Lake,51.768,-123.062,Hanceville,British Columbia,Provincial Recreation Site,,0,0
Cartier Creek Provincial Recreation Area,51.702,-114.86,Clearwater County,Alberta,Provincial Park,,0,0
Red Deer River Recreation Area,51.651,-115.279,Clearwater County,Alberta,Provincial Park,,0,0
Tatlayoko Lake NE.,51.637,-124.39,Tatlayoko Lake,British Columbia,Provincial Recreation Site,,0,0
Pinware River Provincial Park,51.632,-56.704,West Saint Modeste,Newfoundland and Labrador,Provincial Park,,0,0
Fallen Timber Recreation Area,51.623,-114.726,Water Valley,Alberta,Provincial Park,,0,0
Burnt Timber Provincial Recreation Area,51.59,-115.169,Water Valley,Alberta,Provincial Park,,0,0
Chaunigan Lake,51.588,-123.883,Cariboo J,British Columbia,Provincial Recreation Site,,0,0
Tsuniah Lake Bay,51.576,-124.056,Cariboo J,British Columbia,Provincial Recreation Site,,0,0
Bleriot Ferry Provincial Recreation Area,51.566,-112.887,Carbon,Alberta,Provincial Park,,0,0
Big Lake (Nemiah),51.531414,-123.72505,Nemaiah Valley,British Columbia,Provincial Recreation Site,,0,0
Pistolet Bay Provincial Park,51.523,-55.697,Raleigh,Newfoundland and Labrador,Provincial Park,,0,0
Waitabit Creek,51.501,-117.184,Columbia-Shuswap A,British Columbia,Provincial Recreation Site,,0,0
Takakkaw Falls,51.499,-116.484,Field,British Columbia,National Park -  Canada,,0,0
Fallen Timber South Provincial Recreation Area,51.495,-115.069,Water Valley,Alberta,Provincial Park,,0,0
Monarch,51.424,-116.431,Field,British Columbia,National Park -  Canada,,0,0
Kicking Horse,51.421,-116.442,Field,British Columbia,National Park -  Canada,,0,0
Lake Louise Tent,51.409,-116.17,Improvement District No. 9,Alberta,National Park -  Canada,,0,0
Ghost Airstrip Provincial Recreation Area,51.395,-115.027,Bighorn No. 8,Alberta,Provincial Park,,0,0
North Ghost Provincial Recreation Area,51.395,-115.027,Bighorn No. 8,Alberta,Provincial Park,,0,0
Little Fish Lake Provincial Park,51.374,-112.201,Dorothy,Alberta,Provincial Park,,0,0
Waiparous Creek Provincial Recreation Area,51.366,-114.988,Bighorn No. 8,Alberta,Provincial Park,,0,0
Protection Mountain,51.327374,-116.03771,Improvement District No. 9,Alberta,National Park -  Canada,,0,0
Coldwell Provincial Rec Site,51.31,-106.944,Macrorie,Saskatchewan,Provincial Park,,0,0
Castle Mountain,51.268,-115.907,Improvement District No. 9,Alberta,National Park -  Canada,,0,0
Mount Sir Donald,51.259,-117.574,Columbia-Shuswap A,British Columbia,National Park -  Canada,,0,0
Loop Brook,51.258,-117.535,Columbia-Shuswap A,British Columbia,National Park -  Canada,,0,0
Chancellor Peak,51.239,-116.59,Field,British Columbia,National Park -  Canada,,0,0
Hoodoo Creek,51.225,-116.563,Field,British Columbia,National Park -  Canada,,0,0
Ghost Reservoir Provincial Recreation Area,51.221,-114.719,Rocky View County,Alberta,Provincial Park,,0,0
Marble Canyon,51.187,-116.114,East Kootenay G,British Columbia,National Park -  Canada,,0,0
Canmore Dump Station,51.106148,-115.366806,Canmore,Alberta,Dump Station,,0,0
Hihium Lake S.,51.048,-121.085,100 Mile House,British Columbia,Provincial Recreation Site,,0,0
Sibbald Lake Provincial Recreation Area,51.046,-114.862,Bragg Creek,Alberta,Provincial Park,,0,0
Dawson Provincial Recreation Area,51.023,-114.882,Bragg Creek,Alberta,Provincial Park,,0,0
Downing Provincial Park,51.008,-121.782,Pavilion,British Columbia,Provincial Park,,0,0
Beaverdam Creek,50.998,-122.368,Pavilion,British Columbia,Provincial Recreation Site,,0,0
Spray Lakes West - Spray Valley Provincial Park,50.977,-115.348,Kananaskis,Alberta,Provincial Park,,0,0
Friburg,50.943,-122.776,Squamish-Lillooet A,British Columbia,Provincial Recreation Site,,0,0
Marshall Lake N.,50.928,-122.598,Squamish-Lillooet A,British Columbia,Provincial Recreation Site,,0,0
Gooseberry Provincial Recreation Area,50.914,-114.634,Bragg Creek,Alberta,Provincial Park,,0,0
Yalakom,50.914,-122.242,Pavilion,British Columbia,Provincial Recreation Site,,0,0
Mowson Pond,50.908,-122.751,Squamish-Lillooet A,British Columbia,Provincial Recreation Site,,0,0
Paddys Flat - Elbow River Provincial Recreation Area,50.884,-114.707,Bragg Creek,Alberta,Provincial Park,,0,0
Carol Lake,50.861,-122.468,Pavilion,British Columbia,Provincial Recreation Site,,0,0
Beaver Flats - Elbow Falls Provincial Recreation Area,50.857,-114.797,Bragg Creek,Alberta,Provincial Park,,0,0
Eau Claire - Spray Valley Provincial Park,50.844,-115.169,Kananaskis,Alberta,Provincial Park,,0,0
Wyndham Carseland Park,50.83,-113.426,Mossleigh,Alberta,Provincial Park,,0,0
Dolly Varden,50.814,-116.014,Edgewater,British Columbia,National Park -  Canada,,0,0
Cartwright Lake,50.813,-116.431,East Kootenay G,British Columbia,Provincial Recreation Site,,0,0
Little Elbow Provincial Recreation Area,50.796,-114.857,Bragg Creek,Alberta,Provincial Park,,0,0
Fisher Creek Provincial Recreation Area,50.79,-114.585,Bragg Creek,Alberta,Provincial Park,,0,0
Juniper Beach Provincial Park,50.783,-121.077,Walhachin,British Columbia,Provincial Park,,0,0
Mesa Butte Provincial Recreation Area,50.773,-114.575,Bragg Creek,Alberta,Provincial Park,,0,0
North Fork Provincial Recreation Area,50.754,-114.543,Millarville,Alberta,Provincial Park,,0,0
Georgie Lake,50.745,-127.614,Mount Waddington B,British Columbia,Provincial Recreation Site,,0,0
Sheep Creek Provincial Recreation Area,50.719,-114.138,Black Diamond,Alberta,Provincial Park,,0,0
Nahwitti Lake,50.705,-127.866,Mount Waddington B,British Columbia,Provincial Recreation Site,,0,0
Canyon - Peter Lougheed Provincial Park,50.689,-115.125,Kananaskis,Alberta,Provincial Park,,0,0
Canyon Campground,50.684387,-115.11642,Cascade,Idaho,RV Park,,0,0
Kwotlenemo Lake,50.669,-121.803,Lillooet,British Columbia,Provincial Recreation Site,,0,0
William Watson - Peter Lougheed Provincial Park,50.665,-115.127,Kananaskis,Alberta,Provincial Park,,0,0
Elkwood - Peter Lougheed Provincial Park,50.662,-115.11,Kananaskis,Alberta,Provincial Park,,0,0
Duffy Lake,50.656,-120.707,Savona,British Columbia,Provincial Recreation Site,,0,0
Sandy McNabb - Sheep River Provincial Park,50.637,-114.531,Millarville,Alberta,Provincial Park,,0,0
